English,animal,arm,ashes,bark,bed,belly,big,bird,bite,blood,bone,breast,burn,child,cloud,come,count,die,dog,drink,ear,eat,egg,elephant,eye,face,fall,"fat, oil",feather,fingernail,fire,fire-wood,fish,five,fly,four,give,goat,"ground, soil",hair,head,hear,heart,horn,house,hunger,intestine,kill,knee,knife,know,leaf,leg,liver,louse,man,moon,mouth,name,navel,neck,night,nose,one,person,rain,road,root,salt,sand,see,send,shame,sing,skin,sky,sleep,smoke,snake,spear,steal,stone,sun,tail,ten,three,tongue,tooth,tree,two,urine,village,vomit,walk,war,water,wind,woman,dew,iron
N21_Tumbuka_Malawi,ɲama,woko,tʃoto,ci-kwa,?,n-tʰumbo,-kulu,tʃi-yuni,ku-ruma,n-dopa,tʃi-waŋga,ci-fuβa,ku-pʰya,?,mu-tambo,ku-za,?,ku-fwa,galu,ku-mwa,kʰu-tu,ku-rya,sumbi,?,j-iso,?,?,ma-futa,huŋgwa,n-jobe,m-oto,?,tʃi-somba,?,ku-duka,?,ku-pa,?,pa-si,sisi,mu-tu,ku-pulika,m-tima,li-mpʰondo,?,?,?,ku-koma,kʰoŋgono,?,ku-maɲa,jani,lundi,pʰapo,ɲinda,mwanalume,mwezi,mlomo,zina,?,singo,usiku,mpʰuno,-moza,muntu,vula,ntʰowa,m-sisi,?,mtʃenga,kuwona,?,?,?,ci-kumba,?,-tulo,josi,?,?,?,libwe,zuβa,mu-tʃira,?,?,lulime,jino,kʰuni,-βili,?,?,?,kw-enda,?,maji,?,mwanakazi,?,?
N31_Chewa,ɲàmà,kóno,pʰulusa,kʰuŋgwa,bedula,mímba,-kulu,m-bálame,womola,gazi,pfúpa,yére,-psa,aná,tambo,dza,weleŋga,fa,garu,mwa,kʰu-tu,dia,dzira,jovu,d-íso,kʰópe,gwa,fúta,n-tʰenga,kʰádabo,óto,kʰúni,sómba,i-sanu,uluká,nái,patsa,búzi,dotʰe,sítsi,tú,m-vera,tíma,ɲaŋgá,umba,jala,u-tumbo,pʰa,bóndo,lu-paŋgá,dziwa,tsamba,endo,windí,sabwe,am´na,ezí,kamwa,dzína,chómbo,kʰosi,síku,funo,módzi,ntʰu,bvúla,jira,zu,chére,chenga,ona,tuma,ɲazí,imba,nguo,tʰambo,tuló,tsí,ndziira,tʰúngo,ba,alá,dzúwa,chíra,kʰúmi,itátu,líme,dzíno,nténgo,iwíri,kodzó,dzi,sanza,yenda,kʰóndo,dzí,pʰépo,kázi,me,tsúlo
N42_Kunda,ɲama,dz-anza,ma-dotʰa,tʃi-bade,?,mimba,-kulu,m-balame,-luma,-gazi,pfupa,dzamu,-psa,?,m-tambo,-bwera,?,-fa,m-bwaya,-mwa,kʰu-tu,-dya,dzai,n-zovu,d-iso,?,?,ma-futa,tʰengela,tʃ-ala,m-oto,?,n-somba,?,-mbuluka,?,-pasa,?,pan-si,tsitsi,m-soro,-mva,m-tima,ɲaŋga,?,?,?,-pʰa,-bondo,?,-dziβa,tsamba,mw-endo,tʃi-lopa,nsawawa,mwamuna,mwezi,kamwa,dzina,?,kʰosi,usiku,mpʰuno,-modzi,mu-ntʰu,mvula,njila,muzu,?,mcenga,-ona,?,?,?,kʰanda,?,?,utsi,?,?,?,mwala,dzuβa,mcira,?,?,lilime,dzino,mtengo,-βiri,?,?,?,?,?,madzi,?,mkazi,?,?
N44_Sena,ci-ɲama,n-kono,dote,bade,kama,mimba,kulu,m-balame,luma,mu-lopa,gogodo,bele,pya,mw-ana,n-tambo,dza,weleŋga,fa,mw-anambwa,mwa,ku-tu,dya,dzai,n-zou,d-iso,n-kope,gwa,ma-futa,n-teŋga,ŋ-gole,m-oto,n-kuni,n-somba,-xanu,mbuluka,nai,pasa,m-buzi,taka,tsisi,n-solo,?,n-tima,ɲaŋga,ɲumba,n-jala,?,pa,bondo,m-peni,dziwa,samba,mwendo,fafa,?,mamuna,mwezi,kanwa,dzina,ncombo,kosi,masiku,mpuno,-bodzi,muntu,?,ndjila,tsinde,muɲu,seca,ona,tuma,maɲadzo,imba,kanda,tambo,citulo,?,ɲoka,dipa,ba,mwala,dzua,ncila,kumi,tatu,lilimi,dzino,muti,-wili,?,mudzi,tapika,enda,nkondo,madzi,mpepo,nkazi,?,utale
P11_Ndengeleko,m-ɲama,lù-bókò,líí-ùù,li-pande,lù-sásì,n-dʊ́mbò,kʊ́lʊ̀,kì-yʊ́nì,ku-lʊma,láámù,ky-úpà,lì-béèlè,ku-tiniya,mw-ánà,li-unde,kw-isa,ku-baya,ku-wa,m-bwáà,ku-ɲwaa,lììkʊ́-tʊ́,ku-lyaa,lì-píŋgà,n-démbò,lí-íò,ku-miɲo,ku-tʊmbʊka,mà-útà,ma-tipwo,lu-yubo,mó-ótò,ánzù,ómbà,tano,ʊmba,i-na,pa,m-búsì,ù-kándò,ɲ-ɲwɪ́lɪ̀,mú-twè,ku-yʊwa,mò-óyò,lì-pémbè,ɲ-ɲʊ́mbà,nn-zala,ma-tumbo,bʊ-laga,lìì-yúgwá,ky-ɪ́mbè,ku-maɲa,liɲei,lù-gʊ́lʊ̀,ini,mala,n-nálʊ̀ʊ̀mè,mw-éì,n-kánwà,lí-ínà,lù-kúù,íŋgò,kilo,m-bʊ́lò,-mo,mú-ndù,úlà,n-dɪ́là,lukiga,mw-íɲò,mw-áŋgì,ku-bona,ku-tuma,oni,ku-yɪmba,li-kiŋgo,?,lu-gono,ly-óì,ɲókà,nkwa,ku-yiba,líí-bwè,líí-sʊ̀bà,lu-kila,kumi,i-tatu,lù-lɪ́mɪ̀,lí-ínò,n-télà,bɪ́lɪ̀,mà-kóósò,n-seŋgo,ku-tapika,ku-yenda,n-gondo,má-ásɪ̀,upepo,n-nwáwà,u-mande,ki-ʊma
P12_Rufiji,m-ɲama,lu-boko,li-u,?,ki-ndanda,li-tumbo,ŋ-golo,?,luma,damu,li-upa,ma-bele,ku-tinika,mw-ana,li-unde,isa,ku-baya,ku-waa,m-bwaa,ku-ɲuaa,liku-tu,ku-lia,li-fiŋga,n-dembo,l-iyo,uso,ku-tomboka,ma-uta,ma-tupio,yobo,m-oto,in-gu,omba,tano,ku-goloka,i-na,m-pai,m-busi,u-kando,lu-ɲwili,mu-twe,ku-yowa,m-oyo,m-bembe,ɲumba,n-jalae,ma-saŋgo,bu-laga,li-jua,ki-embe,ku-taŋga,liɲei,lugolo,liini,liini,mnalome,mwei,mkanwa,lina,lukuu,ingo,kilo,mbulo,lumo,mundu,ula,n-dɪ́là,lukega,mwiyo,mwangi,kulola,kutuma,oni,kuyemba,likeŋgo,mbingu,lugono,lioi,ɲoka,mkua,kujiba,libwe,lisoba,lukela,komi,itatu,lulimi,lino,mtela,ebele,makoso,pamsongo,ku-tapika,kuyenda,ngondo,mase,upepo,mnwawa,lisume,kioma
P13_Matumbi,ɲama,lu-boko,li-gu,li-kʊngwa,ki-ndáandá,ki-tumbo,-ʊlʊ,ki-yuni,luma,my-ai,ky-upa,ma-bele,yaka,mw-ana,ly-unde,isa,balaŋga,wa,m-bwa,ɲwa,li-sikilo,lya,li-piŋga,n-dembo,l-iyo,ku-miɲo,tʊmbʊka,ma-uta,ma-ɲoya,ky-ʊbo,mw-oto,anju,omba,tano,gʊlʊka,n-sese,peya,m-bwi,bwɪ,ɲwili,n-twe,pɪkaɲa,mw-oyo,m-bembe,ɲumba,n-jala,ma-tumbu,bu-laga,li-yuwa,ky-embe,taŋga,lyakapi,lugʊlʊ,litoga,mala,nalʊme,mwei,nkano,lima,ŋkuu,ingo,kilo,mbulo,lumo,mundu,ula,ndɪla,lukɪga,mwiɲo,myangi,lola,?,oni,yɪmba,likɪŋgɔ,lyunde,lugono,lyoi,ŋaambo,nkwa,yiba,liwe,lisʊba,nkɪla,kʊmi,tatu,lulɪmɪ,lino,ukonga,-bɪlɪ,makoso,laimi,-tapika,yenda,ngonda,masɪ,nsunga,nwawa,umande,kyʊma
P14_Ngindo,ɲama,lu-boko,ma-lihu,li-jola,ki-ndanda,lu-tumbo,ŋ-golo,ki-juni,ku-luma,mi-lopa,ki-hupa,ma-bele,ku-tinika,mw-ana,ma-lunde,ku-hitʃa,ku-balaŋga,ku-lwee,jimbwa,ku-ɲwee,li-tʃikilo,ku-lyee,li-hombi,n-dembo,l-iho,ku-miho,ku-gwee,ma-huta,ma-juni,hy-obo,m-oto,hanju,homba,n-hwano,ku-goloka,n-tʃetʃe,ku-pee,m-bui,li-ndope,ɲwili,mu-twe,ku-johwa,m-ojo,ma-peto,ɲumba,n-jala,ma-toga,ku-kona,li-jugwa,ki-hembe,ku-maɲa,liɲai,lukongono,mataga,mala,mwanalome,mweli,kano,lihina,lukuhu,ntandala,pakilo,mbula,imwe,mundu,hula,ndɪla,lukega,mwiɲo,nhwanga,ku-bona,?,honi,ku-jemba,mgoci,mbengu,lugono,lyohi,lijoka,n'goha,ku-jiba,libwe,litʃoba,nkela,komi,itatu,lulimi,linu,n'kongo,ibele,makotʃo,nhwali,ku-tapika,ku-tyanga,ngondo,matʃi,mpogo,m'mkege,mangami,cʊma
P15_Mbunga,ɲama,li-woko,li-fu,li-baku,ki-tanda,m-tima,-kómi,m-bonju,-luma,mw-asi,li-hupa,li-veli,-yaka,mw-ana,li-fundi,-hika,-walaŋga,-howa,galu,-ɲwa,li-sikiyu,-lya,li-humbi,n-dembu,l-isu,pa-mesu,-guva,-inuna,mi-puku,lu-konji,m-oto,hanju,somba,m-hanu,-ɣuluka,m-ceci,-gaila,m-busi,?,ɲweli,mu-tu,-pikanila,m-oyu,li-pembi,ɲumba,n-jala,u-tumbu,-koma,li-huŋunu,ki-mayi,-maɲa,lihamba,liɣulu,litoɣa,mala,mlumi,mwesi,mlomu,lihina,lugufu,siŋgu,pakilu,mbula,-mu,mundu,ndoɲa,njila,mikiɣa,muɲu,mhaŋga,-lola,-tuma,honi,-yimba,ŋgosi,kunani,-ɣonja,lyosi,njoka,mgoha,-yiva,ligoŋguveli,lijuva,mkila,liloŋgu limu,ndatu,lulimi,linu,libiki,-ili,mitundu,ukaya,-tapika,-tyaŋga,ŋgondu,maci,liyeɣa,mdala,mituŋgwa,kyuma
P21_Yao,tʃi-jama,n-kono,li-u,li-kuungwa,ci-ndanda,lu-tumbo,tʃ-ekuluŋgwa,tʃi-juni,ku-luma,mi-asi,li-upa,ma-vele,ku-kolela,mw-anatʃe,li-unde,kw-ika,ku-valaŋga,ku-wa,nan-bwa,ku-ŋwa,li-wiwi,ku-lya,li-ndanda,n-dembo,l-iso,usyo,ku-gwa,ma-uta,ma-ɲuɲa,lu-koose,m-oto,sasu,somba,n-sano,ku-guluka,m-tʃetʃe,ku-lagusya,m-busi,lii-taka,um-bo,n-twe,ku-pikana,n-tima,li-veŋgwa,ɲuumba,sala,ma-tumbo,ku-ulaga,li-luŋgo,tʃi-puula,ku-maɲilila,lisaamba,lukongolo,litoga,njipi,vankwao,mwesi,kaŋwa,liina,cisou,lukosi,tʃilo,mbula,tʃinpepe,muundu,ula,likala,ncígá,njete,nsanga,ku-lola,ku-lajisya,soni,kw-imba,ŋ̀kòbà,kwiunde,lugono,lyosi,lijoka,lipanga,kw-iva,liganga,lyuuva,mtʃila,likumi,itatu,ludimí,liino,tʃitela,ivili,makweeso,musi,ku-tapika,wa lukongolo,ngondo,meesi,mbungo,vammasyeto,mangame,cisyano
P22_Mwera,ʃi-jama,n-kono,ly-uu,li-kungwa,ʃi-nanda,li-pitiu,-ikulunŋwa,ʃi-juni,ku-luma,mi-ɲai,li-upa,mma-βele,ku-kolola,mw-ana,ku-maunde,ku-ika,βalaŋgaɲa,ku-wa,li-bwa,ku-papila,liku-tu,ku-dya,li-ji,n-dembo,l-iyo,pa-meo,ku-gwa,ma-uta,ma-βeta,ʃi-kamba,m-oto,n-kʰuni,oomba,n-ŋano,-guluka,n-ʃeʃe,kw-apa,li-bui,li-taka,um-bo,n-twe,pilikana,n-tima,lu-pembe,ɲumba,ʃi-βaŋga,ma-pitiu,ku-ulaga,li-luŋgo,ʃi-maje,ku-maɲa,li-amba,lukongono,litoga,majipi,mamuna,mwei,lugomo,liina,ʃituŋgu,lukoi,ʃilo,mmbula,lumo,mundu,ula,njila,liʃiga,nnjete,ntʃenga,ku-lola,ku-tuma,oni,ku-jimba,likoβa,liunde,lugono,lioi,njoka,?,ku-jiβa,liganga,lyuβa,nʃila,likumi,itatu,ulimi,jino,nkongo,iβili,makweo,muui,ku-lukula,kuyenda,ngondo,maʃi,mbungo,jwankongwe,lingame,ʃitale
P23_Simakonde,u-ɲama,m-kono,li-u,li-kakamba,tʃi-nanda,li-tumbo,i-ŋuluŋgwa,tʃ-uni,ku-luma,damu,li-waŋgwa,li-vele,ku-yaka,mw-ana,ma-hunde,kw-ida,ku-valaŋga,ku-hwa,u-ŋavaŋga,ku-kimbila,liku-tu,ku-lya,li-í,i-nembo,l-iso,ku-meho,ku-yaŋguka,ma-huta,ma-leha,lu-kombe,m-oto,di-ŋuni,u-homba,n-ɲano,-luuka,n-tʃetʃe,ku-humya,im-busi,u-looŋgo,u-lindo,mu-twe,ku-pilikana,i-suŋgu,lu-pembe,i-ŋande,in-gala,u-tumbo,ku-mwalala,li-lundi,tʃi-pula,ku-mala,li-hamba,ludodo,linoha,umboko,nannume,mwedi,kaɲa,líina,ínúuŋgu,ukoti,tʃilo,imula,yimo,munu,mbula,indila,lúsííja,muɲu,ulongo,ku-mwona,ku-tuma,jihoni,kwimba,iŋgoósi,kwa nnungu,lwono,lyohi,mɲongo,mkutʃi,kwiva,liyanga,liduva,mtʃila,likumi limo,-natu,lulíími,lino,mnandi,-vili,makwedo,makaya,-tapiika,ku-hwena,iŋondo,medi,imepo,mmahe,lime,?
P25_Mabia,n-ɲama,n-kono,li-u,li-kakamba,goli,si-tumbo,si-kumene,s-uni,ku-luma,my-adi,li-gwaŋgwa,ma-vele,ku-kalela,mw-ana,ly-undi,ida,ku-valaŋga,pela,ŋavaŋga,ku-kumbila,ly-atu,ku-lya,li-i,n-nembo,l-iho,ku-meo,ku-gwa,ma-uta,gwimbu,lu-kombe,m-oto,di-guni,y-omba,m-mwanu,ku-uluka,n-tʃentʃe,kumu-pa,m-budi,u-loŋgo,gwimbu,mu-ti,igwa,n-tima,i-membe,ŋande,n-dala,ma-tumbo,ku-byaa,li-lundi,si-pula,maɲa,ly-amba,lidodo,litogwa,mboko,nnume,mwedi,ikaɲwa,lina,nuŋgu,koti,silo,imula,imo,munu,mbula,indila,lusija,muɲu,dimbwe,ku-tona,ku-tuma,dyoni,ku-imba,ligwogwe,maundi,lala lwono,lyohi,ɲoka,nkutʃi,ku-iva,lijanga,liduva,nsila,likumi limo,nnatu,lulimi,lino,ntela,mbili,mwedo,kaja,ku-tapika,kwena,ŋondo,medi,mepo,nkongwe,lingame,sitali
P31_Emakhua,i-náma,m-ɔ̌nɔ,i-ʈuúra,ni-kúla,n-kóri,n-tʰúkwa,w-unnuwela,mwaá-nùni,u-lúma,ni-kʰami,ni-kʰúva,i-péle,ú-vya,mw-aána,ni-húʈe,ú-wa,-alakela,ú-kʰwa,mw-alápwa,u-wúrya,ni-ɲáru,ú-lya,ni-yóce,i-ʈʰépo,u-su,i-kʰove,u-wúlùwa,ma-kʰúra,ǹ-tɛ́nka,ɛ-kátʰa,mɔ́-ɔ́rɔ,i-kʰúni,i-hópa,tʰanu,u-váva,ceʃe,u-váha,im-búuzi,i-ʈʰáya,i-kʰarári,m-úru,w-iíwa,n-rìma,ɲ-ɲáka,i-núpa,i-tála,n-rúpo,w-iíva,ni-kútʰa,mw-aálo,u-cúwèla,ni-wámba,mw-éʈo,hápa,iʈʰúpo,n-lópwàna,mw-eéri,ma-láku,`n-cína,n-ʈékʰu,i-síko,u-híyu,noroo,-moka,n-ʈʰu,ipúla,n-ʈála,n-ritaatʰi,ma-akʰa,n-hááva,-oóna,u-rúma,i-sóni,w-iípèsa,nrápála,i-rímu,i-kʰóve,mw-iíxi,i-nwáa,ní-váka,w-iíya,n-lùku,´n-cúwa,mw-ila,?,-raru,n-lumi,ni-ino,mw-íri,-ili,ma-rónjo,i-kijíiji,u-rápʰyàa,w-eéʈa,i-kʰóʈo,ma-aʃi,ipʰéyo,n-tʰíyàna,u-káme,i-yuúma
P31G_Ikorovere,i-náma,mo-óno,i-ʈuúra,ní-kùla,ŋ-kóri,n-t̪ʰúkwa,?,mwaá-nùni,-lúma,ni-kʰami,ni-kʰúva,i-kʰakáaca,-́vya,mw-aána,ni-húʈe,-wa,w-aalakela,-kʰwa,mw-alápwa,-kápʰèla,ni-áru,-́lya,ni-yóce,i-ʈʰépo,ni-ítʰo,i-kʰóve,-wúluwa,ma-kʰúra,i-t̪épʰe,ni-hát̪ʰa,mo-óró,ni-hála,e-hópa,?,-váva,?,-váha,i-púri,i-ʈʰáya,e-kʰáráre,m-úru,w-iẃwa,ń-rìma,ni-vêŋkwa,i-núpa,i-t̪ála,n-rúpo,w-iv́va,ni-kút̪ʰa,mw-aálo,-tsuwela,ni-wámba,mwaáwúlo,hápa,iʈʰúpo,ulópwàna,mweéri,iyáno,ncína,n-ʈékʰu,iʃíko,uhíyu,epʰúla,?,ńʈʰu,epúla,nʈála		,nt̪ít̪ʰáári,maákʰa,nháava,?,-rúma,iʃóni,w-iípa,nrápàla,írìmu,-rúpa,mwiíʃi,inwáa,niváka,-iíya,nlúku,ńcúwa,mwíila,?,-ʈáaʈu,nlími,nińno,ntʰáli,?,marónjo,iwáani,-rápʰyàa,-eéʈa,ikʰóʈo,maáʃi,epʰéyo,nt̪ʰíyána,ukáme,iyuúma
P34_Cuwabo,è-námá,mó-ónó,?,ní-gùlá,kú-gúlú,é-rúgùlù,ɳɖímúwá,bàlámé,?,?,ní-kúvá,ní-bèlé,ɖumeya,mw-áànà,mù-rábò,ðá,?,kwa,mw-ánábwà,mwa,í-yârù,ɟa,ń-záyì,dówù,ní-ntò,kóvè,gwa,má-kùrá,mú-ʈêŋgà,y-áàlá,mó-òʈó,kúnî,nì-kúwà,táànú,vava,nàyì,vaʔa,m-búzì,è-ʈáyà,ń-ʈîʈì,mú-sôɽò,iwa,?,ɲ́-ɲâgà,ɲúmbà,dálà,mù-rúbò,o-pa,nì-kútà,ḿ-bênì,nona,ǹ-tábà,mw-éɖò,fwáfwa,ʈúbò,mú-lóbwànà,mw-érí,mù-lómò,ń-zíná,mú-téèkú,nì-kóʈì,ɳ́-ʈìyú,púnò,mòðà,mú-ʈù,mù-zógwé,mù-kwásò,mú-cîcì,mw-ííɲú,mù-césà,ona,pereŋgeza,mà-ɲázò,iba,ʈébè,ɳ́-ʈàbó,?,w-ícì,nówà,mw-álágò,iya,lí-bwè,ń-zùwá,mw-ílá,kúmì,rààrú,ń-lùmí,ní-ìnó,mú-rî,ili,?,mú-rûɖà,?,eɖa,kóɖó,má-ánɟé,pévò,mú-yàná,ní-ɲò,mù-ɟílà
R11_Umbundu,ó-si̍tú,ókw-o̍kwó,é-ti̍kó,ócí-pétà,ula,í-mò,-́ne̍nè,ón-ji̍lá,ókú-lu̍mánà,ó-sóndè,é-ke̍pá,é-ve̍lé,támà,om-ona,é-léndè,ókw-íyà,tenda,ókú-fà,óm-bwà,ókú-ɲwà,é-twɪ,ókú-lyà,é-sa̍là,on-jamba,ísò,?,loka,ú-lélà,éɲa̍,ólúu-dʒálà,ón-dálu̍,?,óm-bi̍sí,tanu,ókú-pãlãlã,kwana,óku-ɪhà,o-hombo,pó-sì,é-síŋgà,ú-twe̍,ókú-yévá,ú-tímá,óm-bíŋgà,on-jo,on-jala,on-geya,ókw-ípáyà,òŋ-gòlò,omo-ku,ókú-kúlíhà,émélá,ókúlú,ómu̍má,ónà,úlúmé,ésáyì,omena,óndúkò,?,ósíngó,úte̍ké,éɲulu,mósì,ómúnù,ómbe̍la,óudʒílà,ólúmbómbò,omongwa,évè,ókúmólá,tuma,?,imba,éko̍vá,?,étúlo̍,ówísí,oɲoha,onjelia,iva,éwe̍,éku̍mbí,úkɪ̠̍l̠á̠,ekwi,tatu,élímí,éiyò,útì,váːlì,?,imbo,sanja,ókwéndà,ovita,óvává,ofela,úkayì,olume,utali
R13_Nyaneka,otʃi-ɲama,?,eː-twe,?,?,?,otʃi-nene,o-tʃiːla,oku-ɲumata,o-honde,en-kʰipa,?,oku-pisa,?,e-kaka,weya,oku-ʋalula,oku-ŋkya,otʃim-bwa,oku-nwa,?,oku-lya,e-yaki,?,e-iho,?,oku-wa,?,e-iɲa,olu-hoka,on-dalu,olu-kwi,?,tano,oku-katuka,kwana,okw-aʋa,otʃi-kombo,e-heke,olu-huki,omu-twe,oku-tehelela,omu-tima,olu-peto,oː-dʒo,on-dʒala,?,oku-ipaː,oŋ-golo,omo-ko,oku-noŋgonoka,eːfwo,?,?,ndwala,omulume,ohaɲi,omulungu,enduko,?,?,vusiku,eyulu,mosi,omuntʰu,ombila,ondʒila,omwiː,omoŋgwa,oluheke,okutala,okutumisa,ohoɲi,okwimba,otʃikosa,eulu,?,omuhi,oɲoka,?,okuʋaka,emaɲa,ekumbi,omuntʃila,tʃekwiː,tatu,elaka,eːyo,omuti,ʋali,?,eumbo,okuhandʒa,okwenda,oʋita,omeʋa,ofela,omukai,?,otʃiʋela
R21_Kwanyama,om-belela,okw-ooko,omu-te,oʃi-peta,om-bete,e-dimo,-nene,o-dila,oku-lumata,o-honde,e-kipa,e-vele,oku-pya,?,oʃi-lemo,oku-uya,?,oku-fya,oom-bwa,oku-nwa,oku-twi,oku-lya,e-i,?,e-iʃo,?,?,oma-kaadi,olw-eɲa,olu-ɲala,omu-ndilo,?,o-ʃi,?,oku-tuka,?,oku-yandʒa,oʃi-kombo,po-ʃi,olu-xwiki,omu-twe,oku-uda,omu-tima,olu-viŋga,e-umbo,?,?,oku-dipa,on-golo,?,oku-ʃiiva,efo,okuulu,exuli,ona,omulumendu,omwedi,okaɲa,edina,?,ofingo,oufiku,edyulu,-mwe,omunhu,odula,ondʒila,omudi,?,eheke,okumona,?,?,?,?,?,eemhofi,omwifi,eyoka,?,?,emaɲa,etango,omuʃila,?,?,elaka,eyoo,omuti,-vali,?,?,?,okweenda,?,omeva,?,omw-alikadi,?,?
R22_Ndonga,o-ɲama,okw-ako,omu-toko,e-yula,?,e-punda,omu-nene,oka-ðila,oku-lumata,om-binzi,e-sipa,e-gundʒi,oku-pya,?,oʃi-kogo,oku-ya,?,oku-sa,om-bwa,oku-nwa,oku-tsi,oku-lya,e-yi,?,e-ho,?,?,oma-kagaði,olw-eɲa,olu-ɲala,omu-lilo,?,o-hi,?,oku-tuka,?,oku-pa,?,pevi,e-fufu,omu-tse,oku-uva,omu-tima,oolu-niga,?,?,?,oku-ðipaga,on-golo,?,oku-tseya,e-fo,okugulu,ehuli,ona,omulumentu,omweði,okana,eðina,?,othingo,uusiku,eyulu,-mwe,omuntu,omvula,ondʒila,omuði,?,evi,okumona,?,?,?,oʃipa,?,oomposi,olwithi,?,?,?,emaɲa,e-tango,omuʃila,?,?,elaka,eyego,omuti,yaali,?,?,?,okweenda,?,omeya,?,omu-kiintu,?,?
R31_Herero,o-ɲama,oku-oko,omu-twe,dʒi-tatu,?,pehuri,-nene,on-d̪era,oku-rumata,om-bind̪u,e-t̪upa,e-vere,oku-pya,?,odʒi-kamba,oku-ya,?,oku-ta,om-bwa,oku-nwa,oku-twi,oku-rya,e-i,?,e-ho,?,?,on-d̪ura,e-iɲa,o-ɲara,omu-riro,?,o-hi,?,oku-tuka,?,oku-yandʒa,?,pehi,on-dʒise,odʒi-uru,oku-zuva,omu-tima,o-ɲa,?,?,?,oku-zepa,on-goro,?,oku-tʃiwa,otʃiyao,okurama,ehuri,ona,omurumendu,omueze,otʃiɲo,ena,?,osengo,out̪uku,euru,-mwe,omundu,ombura,ondʒira,omuze,?,eheke,okumuna,?,?,?,omukova,?,ozombot̪u,omuise,?,?,?,ewe,eyuva,omutʃira,?,?,eraka,eyo,omuti,mbari,?,?,?,okuwondʒa,?,omeva,?,omu-kazendu,?,otʃitenda
R41_Yeyi,ù-ɲàwùyá,?,mí-twɛ́,ɭì-pándɛ̀,?,wù-rà,nɟí,?,rùmàtà,mà-rɔ́pà,kà-fùpá,ɭì-yɛ́rɛ̀,pìsà,mw-ànà,ɭì-dzùndzù,yà,wàrà,fwà,ùm-bwà,nwà,kù-tí,ɭà,ɭì-yí,?,ìɭí-ʃɔ́,?,kwà,àmá-zí,?,?,mì-ndírɔ̀,rù-kùní,ìn-ʃwì,ʃànɔ́,wùrùká,nɛ̀yɛ̀,pá,?,mù-vù,mù-ɭíyà,mù-ʃɔ́rɔ̀,yùvwà,ùm-ɔ̀yɔ̀,?,ìn-ɟùwɔ́,ìn-ɟárá,?,bùrà,mà-dzì,kà-fùrɔ̀,yìwá,ɭì-vùnà,ʃì-kɔ̀ndɔ̀,?,ìnà,mù-ɲàná,ùkw-ɛ̀zì,?,ɭì-ná,kà-kùwà,?,mà-sùkú,ɭì-yìrɔ́,ǀʰìkí,ùmú-tú,ím-vùrá,kà-yìrà,ìn-dzì,ìn-dúwì,mù-ʒánà,mwànà,ráánà,zì-nʃwɛ̀nì,yìmbà,ʃì-kàyì,ɭù-ùrù,ùtú-rɔ̀,ùmù-sí,ì-ɲwàká,ɭw-ààŋgà,yìwá,ɭì-wɛ̀,ɭì-ìwá,?,?,tààtɔ̀,rù-ɭìmɛ́,ìɭí-nɔ́,mù-tí,yìrí,mù-sú,?,rùká,ywàtààrà,ìm-pʰì,á-ámí,mù-púpɔ́,mù-kázì,mù-mɛ̀,ìn-sìmbì
S11_Shona,ɲama,ru-oko,dòtà,-kòkó,mu-b̤ed̤a,-dùmbù,-guru,ʃìrì,-rúma,-ròmbè,-fúfá,-zámú,-tsvá,mw-ana,-gòré,-buda,-vereŋga,-fá,im-bwá,-mwá,i-twí,-dyá,-zàí,n-zou,z-ísó,uso,-gwa,ma-fútá,mu-n̤èŋgá,n-zara,mw-òtó,huni,-hóvé,ʃanu,-βururuka,-na,-pá,m-budzi,i-v̤u,v̤udzi,mu-sóró,-hwá,mw-oyo,ɲaŋga,imba,n-zara,u-ra,-úráyá,-bvi,baŋga,-zívá,ʃizha,gumbo,-rópá,in-da,mu-rúmé,mw-èdzí,-ròmò,-zítá,guv̤u,mu-tsìpà,u-síkú,m-hùnò,-mwé,mun̤u,mvura,nzìrà,mu-dzì,muɲu,-jétʃà,-óna,-tuma,ɲadzi,-imba,-ganda,denga,hope,-ùtsí,ɲoka,pfumo,-ba,bwe,zuva,mutʃira,gumi,n̤atu,-rìmì,zínó,mu-tí,-vìrí,mutundo,muʃa,-rutsa,-fámba,hondo,mvura,mhepo,-kádzí,dova,simbi
S15_Ndau,?,mu-oko,ma-rota,rudzi,ukw-iriri,?,kuru,ʃire,ruma,n-gazi,fupa,zamu,piʃa,mw-ana,gore,uya,ereŋga,fa,im-bga,mwa,n-zee,rgya,zanda,n-zou,dz-iso,hope,wa,ma-futa,ru-ntʰeŋga,ru-ndgwara,mu-riro,ru-kuni,hove,ʃanu,buruka,-na,pa,m-budzi,i-vu,ru-bvudzi,soro,zgwa,mw-oyo,ru-ɲaŋga,ɲumba,n-zara,ma-ura,uraya,bvi,baŋga,zia,ʃakani,murenje,chiropa,inda,mwamuna,mwedzi,muromo,zina,gumvu,mutsipa,usiku,miro,posi,munhu,mvura,njira,runzinde,runga,jecha,wona,tuma,zidzu,emba,ganda,gore,hope,pgwititika,nyoka,mukondo,ba,buwe,zuva,muse,gumi,tatu,rurimi,zino,muti,piri,dundo,ntharaunda,rutsa,hamba,hondo,mvura,dutu,dzimai,beto,dare
